distance_km,hour_sin,hour_cos,dow_sin,dow_cos,month,stop_index,stops_in_route,stops_remaining,route_progress,is_same_cluster,bearing_deg,cluster_dest_cat,vehicle_type,traffic_level,weather,time_to_next_stop_min
0.3283,-0.866025,0.5,-0.781831,0.62349,4,10,12,1,0.9091,0,313.26,4,motorcycle,High,Sunny,16.82
1.5305,1.0,0.0,0.0,1.0,12,0,4,3,0.0,0,356.16,1,van,High,Windy,46.64
0.7405,-0.258819,-0.965926,-0.781831,0.62349,12,4,9,4,0.5,0,57.61,7,car,High,Windy,32.49
5.5718,0.965926,-0.258819,-0.781831,0.62349,10,3,4,0,1.0,1,284.85,8,car,Normal,Rainy,56.67
3.2545,0.965926,-0.258819,0.781831,0.62349,3,7,10,2,0.7778,0,81.92,9,car,Normal,Sunny,33.1
0.7657,-0.965926,0.258819,0.433884,-0.900969,3,1,3,1,0.5,0,187.8,7,car,Jam,Sunny,18.5
5.9148,0.965926,-0.258819,-0.781831,0.62349,8,3,14,10,0.2308,0,70.97,3,van,Normal,Sunny,73.61
1.5319,-0.707107,0.707107,0.433884,-0.900969,1,2,3,0,1.0,1,97.6,7,van,Normal,Sunny,18.35
0.2258,-0.866025,-0.5,0.974928,-0.222521,12,4,9,4,0.5,0,147.85,3,motorcycle,Medium,Windy,1.04
1.0259,-0.5,-0.866025,0.0,1.0,12,2,11,8,0.2,1,253.82,8,car,Normal,Sandstorm,1.0
5.2253,-0.707107,0.707107,0.433884,-0.900969,10,5,8,2,0.7143,0,170.65,0,car,Low,Sunny,24.03
0.5072,0.0,-1.0,0.781831,0.62349,12,4,5,0,1.0,1,291.62,8,car,Jam,Sunny,27.96
1.0358,0.0,-1.0,-0.974928,-0.222521,3,5,6,0,1.0,0,34.77,7,car,High,Rainy,35.22
0.3037,0.0,-1.0,-0.781831,0.62349,11,12,13,0,1.0,1,205.87,8,car,Jam,Sunny,4.41
0.3531,-0.965926,-0.258819,0.974928,-0.222521,4,2,4,1,0.6667,1,38.41,2,car,Normal,Sunny,1.0
0.5003,-0.866025,0.5,0.781831,0.62349,2,9,12,2,0.8182,0,42.41,5,car,Normal,Windy,12.76
0.3444,-0.707107,-0.707107,0.974928,-0.222521,4,1,6,4,0.2,1,111.21,2,van,Medium,Sunny,1.0
0.6142,0.5,-0.866025,0.974928,-0.222521,10,0,3,2,0.0,0,37.79,7,car,Medium,Sunny,17.38
5.7625,-0.707107,0.707107,-0.433884,-0.900969,12,1,8,6,0.1429,0,279.17,6,motorcycle,Low,Sandstorm,17.87
1.0679,-0.866025,-0.5,0.781831,0.62349,8,0,4,3,0.0,0,182.66,6,van,High,Rainy,65.54
2.3309,-0.866025,0.5,-0.781831,0.62349,3,10,12,1,0.9091,1,232.04,7,car,Jam,Sunny,68.84
3.1174,-0.258819,-0.965926,-0.433884,-0.900969,8,5,12,6,0.4545,0,20.25,0,motorcycle,Medium,Sunny,24.24
0.3856,0.707107,-0.707107,0.0,1.0,7,2,5,2,0.5,1,80.93,4,motorcycle,Normal,Windy,1.83
0.5016,-0.5,0.866025,0.974928,-0.222521,7,1,13,11,0.0833,0,188.38,2,car,Normal,Windy,6.9
2.2877,-0.965926,-0.258819,-0.433884,-0.900969,5,2,12,9,0.1818,1,29.52,9,car,Low,Sunny,12.86
0.605,0.258819,-0.965926,0.433884,-0.900969,2,0,11,10,0.0,0,57.81,5,van,Normal,Sunny,8.73
2.1482,-0.866025,0.5,0.433884,-0.900969,5,1,4,2,0.3333,0,7.88,1,car,Medium,Windy,36.16
5.4382,1.0,0.0,0.0,1.0,11,2,4,1,0.6667,1,328.14,3,car,Medium,Sunny,59.51
0.2773,-0.707107,0.707107,0.974928,-0.222521,5,0,5,4,0.0,1,155.25,5,car,Medium,Sunny,8.84
0.7873,-0.707107,-0.707107,-0.433884,-0.900969,1,9,13,3,0.75,0,16.21,3,van,High,Sunny,31.84
0.9154,-0.866025,-0.5,-0.974928,-0.222521,5,0,7,6,0.0,1,165.78,6,van,Normal,Sunny,29.48
0.6703,1.0,0.0,0.433884,-0.900969,6,7,9,1,0.875,0,319.52,7,van,Low,Rainy,6.57
0.6203,0.866025,-0.5,0.433884,-0.900969,8,8,9,0,1.0,1,68.38,6,van,Low,Sunny,1.32
0.6925,-1.0,-0.0,0.781831,0.62349,8,9,15,5,0.6429,1,85.63,5,car,Normal,Sunny,2.95
1.0893,-0.707107,-0.707107,-0.974928,-0.222521,6,2,5,2,0.5,0,353.6,6,van,Medium,Rainy,37.25
1.2926,0.866025,-0.5,-0.433884,-0.900969,2,9,13,3,0.75,0,307.41,2,car,High,Sunny,34.24
2.7339,-0.965926,-0.258819,-0.974928,-0.222521,6,0,4,3,0.0,1,197.47,6,car,High,Sunny,90.0
1.0791,-1.0,-0.0,-0.433884,-0.900969,1,13,15,1,0.9286,0,66.96,0,van,Medium,Sunny,31.24
3.1972,0.5,-0.866025,-0.781831,0.62349,7,8,10,1,0.8889,0,79.03,7,car,Medium,Windy,58.23
0.6299,-0.965926,-0.258819,-0.781831,0.62349,6,4,6,1,0.8,0,310.12,3,van,Normal,Windy,12.72
0.353,-0.5,0.866025,-0.974928,-0.222521,5,7,8,0,1.0,0,243.19,8,van,Medium,Sandstorm,1.0
0.8274,-0.5,-0.866025,0.974928,-0.222521,8,3,12,8,0.2727,0,126.34,2,van,Normal,Sunny,15.21
1.7149,0.707107,-0.707107,0.0,1.0,10,7,8,0,1.0,1,9.35,9,van,High,Sunny,69.86
2.5029,-0.5,0.866025,0.0,1.0,4,0,3,2,0.0,1,48.97,5,van,Medium,Sunny,41.66
4.4248,-0.707107,0.707107,-0.974928,-0.222521,7,5,7,1,0.8333,1,262.52,9,car,Normal,Foggy,42.27
1.456,-0.258819,-0.965926,-0.781831,0.62349,7,4,14,9,0.3077,1,233.55,2,car,Normal,Sunny,13.77
2.26,-0.258819,-0.965926,-0.433884,-0.900969,7,6,7,0,1.0,0,129.16,5,car,Normal,Windy,28.24
4.0566,-0.866025,0.5,-0.974928,-0.222521,5,5,9,3,0.625,1,213.11,7,car,Jam,Windy,90.0
0.5271,1.0,0.0,0.0,1.0,3,0,5,4,0.0,0,271.84,7,car,Low,Sunny,1.0
0.9052,0.258819,-0.965926,0.433884,-0.900969,3,0,3,2,0.0,1,231.78,2,motorcycle,Low,Sunny,18.05
15.0,-0.707107,-0.707107,-0.433884,-0.900969,1,5,6,0,1.0,0,86.22,4,car,Normal,Sunny,90.0
2.4932,-0.965926,-0.258819,0.781831,0.62349,1,11,14,2,0.8462,0,342.54,2,car,High,Sunny,74.82
1.7953,-0.866025,-0.5,-0.974928,-0.222521,10,3,10,6,0.3333,0,8.51,6,car,Medium,Foggy,44.61
2.5831,0.0,-1.0,0.974928,-0.222521,1,1,7,5,0.1667,0,200.26,4,car,Medium,Sunny,38.23
0.3107,-0.866025,0.5,0.781831,0.62349,11,0,9,8,0.0,0,80.39,0,van,Normal,Foggy,1.0
0.5978,-0.965926,-0.258819,-0.433884,-0.900969,11,1,13,11,0.0833,0,254.71,2,van,Low,Sunny,2.1
0.4225,-0.707107,-0.707107,0.433884,-0.900969,3,0,14,13,0.0,0,202.25,3,van,High,Sunny,32.6
1.6449,-0.707107,0.707107,0.433884,-0.900969,6,2,7,4,0.3333,0,70.45,5,van,Normal,Rainy,25.85
0.7784,0.965926,-0.258819,0.433884,-0.900969,5,2,13,10,0.1667,1,182.12,9,car,Low,Rainy,4.42
1.21,-1.0,-0.0,-0.433884,-0.900969,5,0,13,12,0.0,0,187.11,9,motorcycle,Medium,Sunny,14.76
0.8225,-0.707107,0.707107,0.974928,-0.222521,5,2,3,0,1.0,0,151.31,6,car,Low,Windy,14.99
0.2357,-0.965926,-0.258819,-0.974928,-0.222521,5,12,14,1,0.9231,1,15.18,9,car,Low,Rainy,1.0
2.5618,-0.707107,-0.707107,-0.781831,0.62349,9,4,5,0,1.0,1,74.44,0,car,High,Sandstorm,90.0
0.2072,0.0,-1.0,0.433884,-0.900969,5,10,12,1,0.9091,1,348.77,8,van,Medium,Windy,9.03
0.5536,0.5,-0.866025,0.781831,0.62349,3,1,14,12,0.0769,0,67.86,5,car,Normal,Sunny,1.47
0.3167,-0.707107,-0.707107,0.781831,0.62349,5,1,10,8,0.1111,0,165.15,3,car,Normal,Sunny,1.0
0.4791,-0.707107,0.707107,-0.974928,-0.222521,12,5,7,1,0.8333,0,105.85,3,van,High,Windy,1.13
1.3388,-0.258819,-0.965926,0.781831,0.62349,12,0,14,13,0.0,0,272.47,3,car,Low,Sunny,16.04
3.5725,0.866025,-0.5,-0.974928,-0.222521,1,6,9,2,0.75,1,208.11,8,van,Normal,Sunny,77.97
0.2508,-0.5,-0.866025,-0.433884,-0.900969,7,1,12,10,0.0909,0,257.55,4,car,Medium,Sunny,1.0
0.6509,0.965926,-0.258819,0.433884,-0.900969,12,0,11,10,0.0,1,229.31,1,car,Medium,Sunny,12.86
0.2098,-0.707107,0.707107,0.0,1.0,3,5,7,1,0.8333,0,181.33,9,car,Jam,Sunny,1.0
0.6218,-0.707107,-0.707107,0.433884,-0.900969,1,7,10,2,0.7778,0,345.82,6,van,Normal,Sunny,1.96
1.1833,0.707107,-0.707107,-0.433884,-0.900969,3,0,5,4,0.0,0,253.15,3,car,Low,Sunny,3.1
2.2904,-0.866025,-0.5,0.781831,0.62349,4,0,3,2,0.0,0,247.98,7,car,Medium,Sunny,51.84
0.1477,-0.707107,-0.707107,-0.974928,-0.222521,12,9,11,1,0.9,0,248.57,3,car,Medium,Rainy,1.0
1.8646,-0.5,-0.866025,0.781831,0.62349,4,1,5,3,0.25,0,168.05,5,motorcycle,Normal,Windy,16.88
0.4387,-0.866025,-0.5,0.974928,-0.222521,4,8,9,0,1.0,1,231.37,0,motorcycle,Medium,Sunny,16.16
0.3481,-0.707107,0.707107,0.433884,-0.900969,4,2,4,1,0.6667,0,217.62,2,van,Normal,Sunny,1.0
1.1783,-0.866025,0.5,-0.974928,-0.222521,5,10,11,0,1.0,0,319.78,3,car,High,Sunny,43.49
2.0053,0.5,-0.866025,0.781831,0.62349,12,4,5,0,1.0,0,352.39,7,motorcycle,High,Windy,45.95
1.0046,0.5,-0.866025,0.974928,-0.222521,2,3,6,2,0.6,1,173.89,7,van,Medium,Windy,29.14
0.3912,-0.5,0.866025,-0.974928,-0.222521,6,0,4,3,0.0,1,216.3,7,van,Jam,Windy,1.01
1.0041,-0.866025,-0.5,0.974928,-0.222521,8,12,14,1,0.9231,0,104.5,4,car,Jam,Windy,44.7
0.5549,1.0,0.0,-0.433884,-0.900969,2,3,11,7,0.3,0,304.36,3,car,Normal,Sunny,4.07
1.9617,-0.707107,-0.707107,0.974928,-0.222521,1,2,11,8,0.2,0,255.84,5,car,Normal,Sunny,40.6
3.0697,0.866025,-0.5,0.0,1.0,12,4,8,3,0.5714,1,332.63,2,motorcycle,Medium,Sunny,41.53
2.8889,1.0,0.0,0.433884,-0.900969,4,5,14,8,0.3846,0,217.8,5,car,Low,Sunny,25.97
1.0846,0.707107,-0.707107,0.974928,-0.222521,3,2,3,0,1.0,0,255.11,6,car,Normal,Sunny,17.74
3.2108,0.5,-0.866025,0.781831,0.62349,5,2,8,5,0.2857,0,34.25,9,car,Normal,Windy,63.19
0.419,0.965926,-0.258819,-0.781831,0.62349,1,3,4,0,1.0,1,218.42,3,van,Jam,Sunny,24.14
6.0118,-0.866025,0.5,-0.974928,-0.222521,2,1,12,10,0.0909,0,135.64,1,car,Medium,Windy,90.0
0.4168,-0.258819,-0.965926,0.781831,0.62349,1,7,15,7,0.5,0,182.91,3,motorcycle,High,Sunny,13.13
0.1606,-0.707107,-0.707107,0.433884,-0.900969,7,11,12,0,1.0,1,117.57,8,van,Normal,Sunny,12.87
4.0437,-0.866025,0.5,-0.974928,-0.222521,6,4,5,0,1.0,1,103.41,4,van,Normal,Windy,69.52
0.5629,-0.866025,0.5,0.0,1.0,4,10,13,2,0.8333,0,295.46,4,car,High,Sunny,12.81
1.2348,-0.965926,0.258819,0.0,1.0,12,3,6,2,0.6,0,200.74,4,van,Low,Sunny,16.5
0.4151,0.707107,-0.707107,0.433884,-0.900969,4,3,7,3,0.5,1,91.16,2,van,Low,Sunny,19.43
10.4377,-1.0,-0.0,-0.781831,0.62349,1,2,10,7,0.2222,0,276.02,8,van,Normal,Windy,90.0
6.2384,-0.5,0.866025,-0.781831,0.62349,2,2,8,5,0.2857,0,26.93,6,car,Medium,Sunny,70.46
4.8029,1.0,0.0,0.433884,-0.900969,9,2,5,2,0.5,0,105.53,9,car,Normal,Rainy,56.23
1.2019,-0.866025,0.5,-0.433884,-0.900969,7,2,9,6,0.25,1,121.07,0,car,Low,Foggy,23.71
2.8057,-0.866025,0.5,0.433884,-0.900969,4,1,5,3,0.25,0,63.93,7,car,Normal,Sandstorm,44.41
1.0509,-0.866025,0.5,-0.781831,0.62349,3,8,12,3,0.7273,0,303.37,0,car,Normal,Sunny,8.7
3.2094,0.0,-1.0,0.433884,-0.900969,3,2,3,0,1.0,1,242.6,0,car,Low,Windy,32.23
0.7482,0.707107,-0.707107,-0.781831,0.62349,6,6,13,6,0.5,1,241.31,8,car,Medium,Sunny,13.64
4.9802,-1.0,-0.0,0.974928,-0.222521,9,4,15,10,0.2857,0,213.37,3,van,Normal,Rainy,90.0
0.7133,-0.866025,-0.5,-0.781831,0.62349,8,2,12,9,0.1818,1,136.19,3,car,Normal,Sunny,14.23
0.7946,-1.0,-0.0,-0.974928,-0.222521,9,2,10,7,0.2222,1,237.24,1,motorcycle,Medium,Sunny,11.57
0.7095,0.5,-0.866025,-0.974928,-0.222521,1,2,8,5,0.2857,0,265.06,1,van,High,Sunny,14.28
1.3269,0.707107,-0.707107,0.0,1.0,7,8,9,0,1.0,0,193.85,6,car,Normal,Sandstorm,42.58
0.7643,-0.707107,0.707107,-0.974928,-0.222521,10,2,9,6,0.25,1,169.46,5,van,Normal,Rainy,12.12
1.7557,-0.5,-0.866025,0.781831,0.62349,3,12,14,1,0.9231,0,80.47,5,car,Normal,Sunny,21.32
0.6998,-0.866025,0.5,-0.781831,0.62349,7,2,4,1,0.6667,0,30.24,1,motorcycle,Jam,Sunny,13.61
2.3426,-0.707107,0.707107,0.781831,0.62349,1,4,10,5,0.4444,0,14.87,9,car,Normal,Sandstorm,32.5
4.676,-0.258819,-0.965926,-0.974928,-0.222521,11,2,10,7,0.2222,0,257.13,0,van,Normal,Sandstorm,90.0
1.1897,0.5,-0.866025,-0.433884,-0.900969,9,4,6,1,0.8,1,125.51,4,car,Medium,Sandstorm,30.14
9.0922,-0.707107,0.707107,0.974928,-0.222521,8,6,8,1,0.8571,0,255.03,5,car,Normal,Sunny,71.5
3.2257,-1.0,-0.0,-0.781831,0.62349,8,8,9,0,1.0,0,182.85,1,car,Normal,Windy,71.04
8.426,-0.965926,-0.258819,0.974928,-0.222521,9,2,3,0,1.0,0,160.88,5,motorcycle,Low,Rainy,90.0
1.0427,-0.5,0.866025,0.0,1.0,6,0,9,8,0.0,1,226.41,5,van,Medium,Sunny,14.57
0.228,0.5,-0.866025,0.0,1.0,12,4,5,0,1.0,0,65.97,5,car,Medium,Sunny,1.21
0.5651,0.0,-1.0,-0.974928,-0.222521,3,4,8,3,0.5714,1,352.68,3,car,Medium,Sunny,7.07
0.6226,1.0,0.0,0.974928,-0.222521,10,3,6,2,0.6,0,118.88,9,car,High,Sunny,20.35
0.4469,0.0,-1.0,-0.974928,-0.222521,10,3,12,8,0.2727,1,276.91,1,van,Normal,Sandstorm,3.57
0.1372,-0.258819,-0.965926,0.0,1.0,11,7,15,7,0.5,0,89.23,7,car,Jam,Sunny,9.92
2.9254,-0.258819,-0.965926,0.0,1.0,1,3,4,0,1.0,1,168.46,3,car,High,Sunny,72.75
0.1888,0.866025,-0.5,-0.781831,0.62349,6,3,6,2,0.6,0,179.75,3,motorcycle,High,Sunny,5.55
2.671,-0.965926,0.258819,0.781831,0.62349,8,0,5,4,0.0,0,110.4,2,motorcycle,High,Rainy,41.82
8.8134,-0.5,-0.866025,-0.433884,-0.900969,8,6,9,2,0.75,0,125.5,6,car,Normal,Sandstorm,90.0
0.5276,-0.258819,-0.965926,0.974928,-0.222521,9,5,7,1,0.8333,0,156.7,1,van,Normal,Sunny,14.96
1.5971,-0.866025,0.5,0.433884,-0.900969,8,5,8,2,0.7143,0,301.03,3,car,Medium,Windy,11.26
0.7568,-0.5,-0.866025,0.0,1.0,3,0,3,2,0.0,0,180.02,4,van,Low,Sunny,9.44
2.4247,-0.707107,0.707107,0.781831,0.62349,10,4,14,9,0.3077,0,31.89,0,car,Medium,Sandstorm,33.91
0.3553,0.707107,-0.707107,-0.974928,-0.222521,6,6,15,8,0.4286,0,78.0,8,van,Low,Windy,12.16
0.9751,-0.866025,0.5,0.433884,-0.900969,12,12,14,1,0.9231,0,354.97,3,van,Low,Sunny,3.28
3.2063,-0.5,0.866025,0.433884,-0.900969,7,7,9,1,0.875,0,32.35,8,van,Jam,Foggy,90.0
1.055,-1.0,-0.0,-0.781831,0.62349,7,1,11,9,0.1,0,233.18,6,car,Medium,Sunny,28.08
0.2352,-0.707107,0.707107,0.974928,-0.222521,8,0,3,2,0.0,1,76.02,2,motorcycle,Medium,Windy,1.0
3.5951,-1.0,-0.0,-0.974928,-0.222521,11,0,10,9,0.0,0,155.49,6,car,Normal,Sunny,47.12
0.3227,-0.866025,-0.5,-0.974928,-0.222521,11,9,10,0,1.0,0,128.53,4,car,Medium,Windy,7.78
1.191,-1.0,-0.0,0.433884,-0.900969,8,10,12,1,0.9091,1,351.78,4,van,High,Sunny,64.14
1.9223,-0.5,0.866025,0.974928,-0.222521,7,2,13,10,0.1667,0,198.46,8,car,Medium,Sunny,24.3
1.2384,-0.866025,-0.5,0.974928,-0.222521,1,2,3,0,1.0,1,89.97,6,motorcycle,Medium,Sunny,11.0
12.3119,-0.965926,-0.258819,-0.781831,0.62349,1,4,8,3,0.5714,0,217.29,9,motorcycle,Medium,Foggy,90.0
2.2191,0.965926,-0.258819,0.974928,-0.222521,9,2,9,6,0.25,0,25.7,9,car,Normal,Sunny,32.07
0.9119,-0.5,0.866025,-0.433884,-0.900969,5,6,9,2,0.75,0,333.59,8,motorcycle,Medium,Windy,1.0
1.9592,-0.965926,0.258819,0.0,1.0,6,0,10,9,0.0,1,123.93,4,car,Jam,Sunny,51.13
1.3491,0.866025,-0.5,0.974928,-0.222521,8,1,12,10,0.0909,0,318.01,4,van,Medium,Sandstorm,61.27
1.1528,0.5,-0.866025,-0.781831,0.62349,3,2,10,7,0.2222,0,291.31,8,car,Normal,Sunny,6.3
1.3932,0.707107,-0.707107,0.433884,-0.900969,4,3,6,2,0.6,0,67.24,8,motorcycle,Medium,Sunny,18.77
0.7317,0.258819,-0.965926,-0.974928,-0.222521,1,9,11,1,0.9,0,346.43,3,car,Medium,Foggy,11.07
1.3529,-0.707107,0.707107,0.781831,0.62349,10,5,10,4,0.5556,0,357.0,7,car,Jam,Sunny,24.01
0.6837,-0.258819,-0.965926,-0.974928,-0.222521,7,2,5,2,0.5,1,289.9,5,car,High,Sunny,26.69
0.1824,-0.258819,-0.965926,-0.781831,0.62349,3,6,11,4,0.6,0,162.54,1,motorcycle,Normal,Rainy,11.87
3.2648,-0.965926,0.258819,-0.781831,0.62349,8,0,9,8,0.0,1,242.12,1,motorcycle,Normal,Sunny,23.7
0.6459,0.0,-1.0,0.433884,-0.900969,2,8,13,4,0.6667,1,29.03,0,van,Medium,Sunny,7.01
1.264,-0.707107,0.707107,-0.433884,-0.900969,10,6,8,1,0.8571,1,331.6,2,motorcycle,Low,Sunny,15.53
0.5367,-1.0,-0.0,-0.781831,0.62349,3,5,14,8,0.3846,0,79.83,9,motorcycle,Medium,Sandstorm,18.04
0.5523,0.5,-0.866025,-0.974928,-0.222521,4,5,9,3,0.625,0,258.01,3,van,High,Rainy,24.58
0.4119,-0.866025,-0.5,-0.781831,0.62349,11,4,15,10,0.2857,0,288.55,9,car,Medium,Windy,15.23
2.7207,-0.5,-0.866025,0.0,1.0,9,3,4,0,1.0,0,349.05,4,van,Normal,Windy,49.06
3.422,0.258819,-0.965926,0.433884,-0.900969,9,0,4,3,0.0,1,296.57,4,van,High,Sunny,81.5
1.1327,-0.707107,0.707107,-0.974928,-0.222521,8,0,5,4,0.0,1,294.5,2,car,High,Sunny,11.03
0.6638,0.0,-1.0,-0.974928,-0.222521,7,12,13,0,1.0,0,253.94,6,car,Normal,Sunny,8.88
0.2213,0.965926,-0.258819,0.781831,0.62349,3,4,9,4,0.5,0,207.59,5,van,Medium,Sunny,1.0
2.3529,0.0,-1.0,-0.433884,-0.900969,4,4,11,6,0.4,0,15.08,3,car,Medium,Sunny,37.39
0.5812,-0.5,-0.866025,0.781831,0.62349,12,2,3,0,1.0,1,350.17,7,motorcycle,High,Windy,2.28
0.3824,0.866025,-0.5,0.0,1.0,12,1,7,5,0.1667,1,161.63,7,car,Normal,Sunny,7.51
1.1363,-1.0,-0.0,0.0,1.0,9,2,7,4,0.3333,0,286.84,7,car,Normal,Sunny,10.98
0.8046,0.707107,-0.707107,-0.781831,0.62349,11,0,14,13,0.0,0,135.82,4,motorcycle,Medium,Sunny,15.57
0.2613,0.965926,-0.258819,0.781831,0.62349,10,2,4,1,0.6667,0,164.18,6,car,Low,Sunny,3.82
0.2977,-0.707107,-0.707107,0.433884,-0.900969,5,10,14,3,0.7692,1,166.45,3,car,Medium,Sunny,5.9
1.5215,0.866025,-0.5,0.781831,0.62349,9,6,7,0,1.0,1,356.4,9,van,High,Sunny,61.62
0.5928,-0.965926,0.258819,-0.781831,0.62349,10,6,13,6,0.5,1,76.09,4,motorcycle,Normal,Sunny,9.48
1.7945,0.965926,-0.258819,-0.781831,0.62349,2,0,6,5,0.0,0,180.64,2,car,Medium,Sunny,23.2
1.2702,-0.258819,-0.965926,-0.433884,-0.900969,11,0,3,2,0.0,0,55.69,4,car,Jam,Sandstorm,56.61
2.9897,1.0,0.0,-0.974928,-0.222521,6,3,11,7,0.3,0,177.88,9,van,Medium,Rainy,62.21
0.5013,0.0,-1.0,0.0,1.0,4,4,5,0,1.0,0,196.55,9,motorcycle,Medium,Sandstorm,2.84
1.3786,-0.707107,0.707107,-0.781831,0.62349,6,2,4,1,0.6667,1,49.19,3,van,Medium,Windy,33.76
2.0266,-0.965926,-0.258819,0.974928,-0.222521,4,13,14,0,1.0,1,251.37,8,car,Normal,Rainy,40.33
0.6096,-0.707107,-0.707107,0.974928,-0.222521,4,4,5,0,1.0,1,298.08,3,car,Normal,Sunny,10.63
3.2247,0.866025,-0.5,0.781831,0.62349,7,13,15,1,0.9286,1,293.77,1,car,Medium,Windy,70.7
0.227,0.258819,-0.965926,-0.781831,0.62349,12,1,7,5,0.1667,0,262.52,2,car,Normal,Sunny,5.45
0.5009,0.0,-1.0,0.781831,0.62349,5,3,6,2,0.6,1,50.72,2,van,Normal,Sunny,4.81
0.219,-0.707107,-0.707107,-0.781831,0.62349,3,0,8,7,0.0,1,223.73,2,car,Low,Sunny,1.0
0.5493,0.707107,-0.707107,-0.974928,-0.222521,10,2,6,3,0.4,0,251.41,2,van,High,Sunny,28.39
0.9542,-0.5,0.866025,-0.974928,-0.222521,4,4,15,10,0.2857,0,273.37,3,van,Low,Sandstorm,1.0
2.4349,-0.965926,-0.258819,0.0,1.0,7,1,10,8,0.1111,1,255.38,0,van,High,Sunny,90.0
0.9536,0.258819,-0.965926,-0.974928,-0.222521,4,0,12,11,0.0,1,226.37,3,car,Normal,Windy,4.62
0.6278,0.965926,-0.258819,-0.781831,0.62349,3,1,3,1,0.5,1,261.99,5,motorcycle,Medium,Rainy,1.0
0.2537,-0.866025,-0.5,0.974928,-0.222521,4,0,6,5,0.0,1,306.84,4,van,Normal,Sunny,5.49
0.3487,-0.258819,-0.965926,0.433884,-0.900969,5,6,10,3,0.6667,0,204.95,4,van,Normal,Sunny,1.0
1.4839,-0.965926,-0.258819,0.0,1.0,12,2,9,6,0.25,0,52.31,2,car,Medium,Sunny,22.81
2.5533,-0.866025,-0.5,0.433884,-0.900969,9,3,15,11,0.2143,1,293.74,1,car,Medium,Sunny,78.36
0.7421,-0.866025,-0.5,-0.433884,-0.900969,9,1,12,10,0.0909,0,237.97,9,motorcycle,Normal,Foggy,16.31
3.492,-0.866025,0.5,0.974928,-0.222521,1,2,6,3,0.4,1,247.18,9,car,Medium,Windy,57.05
0.4482,-0.5,-0.866025,-0.974928,-0.222521,1,1,8,6,0.1429,0,105.91,4,car,Medium,Windy,6.31
0.7626,-1.0,-0.0,0.0,1.0,5,6,12,5,0.5455,1,53.88,7,car,Normal,Sunny,3.87
